CVE_ID,CWE_ID
CVE-2014-7940,CWE-399
CVE-2014-7941,CWE-119
CVE-2014-7942,CWE-399
CVE-2014-7943,CWE-119
CVE-2014-7944,CWE-119
CVE-2014-7945,CWE-119
CVE-2014-7946,CWE-119
CVE-2014-7947,CWE-119
CVE-2014-7948,CWE-310
CVE-2014-7951,CWE-22
CVE-2014-7952,CWE-74
CVE-2014-7953,CWE-362
CVE-2014-7954,CWE-22
CVE-2014-7956,CWE-79
CVE-2014-7957,CWE-352
CVE-2014-7958,CWE-79
CVE-2014-7959,CWE-89
CVE-2014-7960,CWE-399
CVE-2014-7968,CWE-310
CVE-2014-7970,CWE-400
CVE-2014-7978,CWE-79
CVE-2014-7979,CWE-79
CVE-2014-7980,CWE-79
CVE-2014-7981,CWE-89
CVE-2014-7982,CWE-79
CVE-2014-7983,CWE-79
CVE-2014-7984,CWE-264
CVE-2014-7985,CWE-22
CVE-2014-7986,CWE-264
CVE-2014-7987,CWE-79
CVE-2014-7988,CWE-200
CVE-2014-7989,CWE-20
CVE-2014-7990,CWE-20
CVE-2014-7991,CWE-310
CVE-2014-7992,CWE-200
CVE-2014-7993,CWE-200
CVE-2014-7994,CWE-20
CVE-2014-7995,CWE-264
CVE-2014-7996,CWE-352
CVE-2014-7997,CWE-399
CVE-2014-7998,CWE-264
CVE-2014-7999,CWE-264
CVE-2014-8000,CWE-264
CVE-2014-8001,CWE-119
CVE-2014-8002,CWE-119
CVE-2014-8003,CWE-20
CVE-2014-8004,CWE-399
CVE-2014-8005,CWE-362
CVE-2014-8006,CWE-287
CVE-2014-8007,CWE-200
CVE-2014-8008,CWE-200
CVE-2014-8009,CWE-200
CVE-2014-8010,CWE-20
CVE-2014-8012,CWE-79
CVE-2014-8013,CWE-20
CVE-2014-8014,CWE-19
CVE-2014-8015,CWE-264
CVE-2014-8016,CWE-399
CVE-2014-8017,CWE-200
CVE-2014-8018,CWE-79
CVE-2014-8019,CWE-22
CVE-2014-8020,CWE-399
CVE-2014-8021,CWE-79
CVE-2014-8022,CWE-79
CVE-2014-8023,CWE-264
CVE-2014-8024,CWE-200
CVE-2014-8025,CWE-200
CVE-2014-8026,CWE-79
CVE-2014-8027,CWE-264
CVE-2014-8028,CWE-79
CVE-2014-8030,CWE-79
CVE-2014-8031,CWE-352
CVE-2014-8032,CWE-200
CVE-2014-8033,CWE-287
CVE-2014-8034,CWE-255
CVE-2014-8035,CWE-200
CVE-2014-8036,CWE-20
CVE-2014-8068,CWE-200
CVE-2014-8069,CWE-79
CVE-2014-8071,CWE-79
CVE-2014-8072,CWE-264
CVE-2014-8073,CWE-352
CVE-2014-8074,CWE-119
CVE-2014-8075,CWE-79
CVE-2014-8076,CWE-79
CVE-2014-8077,CWE-79
CVE-2014-8078,CWE-79
CVE-2014-8079,CWE-79
CVE-2014-8081,CWE-94
CVE-2014-8082,CWE-200
CVE-2014-8083,CWE-89
CVE-2014-8084,CWE-22
CVE-2014-8086,CWE-362
CVE-2014-8087,CWE-79
CVE-2014-8088,CWE-287
CVE-2014-8089,CWE-89
CVE-2014-8094,CWE-190
CVE-2014-8095,CWE-119
CVE-2014-8096,CWE-119
CVE-2014-8097,CWE-119
CVE-2014-8098,CWE-119
CVE-2014-8099,CWE-119
CVE-2014-8100,CWE-119
CVE-2014-8101,CWE-119
CVE-2014-8102,CWE-119
CVE-2014-8103,CWE-119
CVE-2014-8104,CWE-399
CVE-2014-8105,CWE-200
CVE-2014-8106,CWE-119
CVE-2014-8109,CWE-264
CVE-2014-8110,CWE-79
CVE-2014-8111,CWE-200
CVE-2014-8112,CWE-200
CVE-2014-8114,CWE-264
CVE-2014-8115,CWE-264
CVE-2014-8116,CWE-399
CVE-2014-8117,CWE-399
CVE-2014-8118,CWE-189
CVE-2014-8119,CWE-20
CVE-2014-8121,CWE-17
CVE-2014-8122,CWE-362
CVE-2014-8123,CWE-119
CVE-2014-8124,CWE-400
CVE-2014-8126,CWE-20
CVE-2014-8127,CWE-125
CVE-2014-8128,CWE-787
CVE-2014-8129,CWE-787
CVE-2014-8130,CWE-369
CVE-2014-8131,CWE-264
CVE-2014-8133,CWE-264
CVE-2014-8136,CWE-264
CVE-2014-8138,CWE-119
CVE-2014-8139,CWE-787
CVE-2014-8140,CWE-787
CVE-2014-8141,CWE-787
CVE-2014-8143,CWE-264
CVE-2014-8144,CWE-352
CVE-2014-8145,CWE-119
CVE-2014-8146,CWE-119
CVE-2014-8147,CWE-189
CVE-2014-8148,CWE-264
CVE-2014-8149,CWE-20
CVE-2014-8152,CWE-254
CVE-2014-8153,CWE-20
CVE-2014-8154,CWE-119
CVE-2014-8155,CWE-17
CVE-2014-8156,CWE-264
CVE-2014-8157,CWE-189
CVE-2014-8158,CWE-119
CVE-2014-8159,CWE-264
CVE-2014-8160,CWE-20
CVE-2014-8161,CWE-209
CVE-2014-8163,CWE-22
CVE-2014-8165,CWE-345
CVE-2014-8166,CWE-20
CVE-2014-8167,CWE-295
CVE-2014-8168,CWE-284
CVE-2014-8169,CWE-264
CVE-2014-8170,CWE-134
CVE-2014-8171,CWE-399
CVE-2014-8172,CWE-17
CVE-2014-8174,CWE-200
CVE-2014-8175,CWE-264
CVE-2014-8176,CWE-119
CVE-2014-8177,CWE-284
CVE-2014-8178,CWE-20
CVE-2014-8179,CWE-20
CVE-2014-8180,CWE-287
CVE-2014-8181,CWE-665
CVE-2014-8182,CWE-193
CVE-2014-8183,CWE-284
CVE-2014-8184,CWE-119
CVE-2014-8240,CWE-119
CVE-2014-8241,CWE-476
CVE-2014-8242,CWE-310
CVE-2014-8243,CWE-310
CVE-2014-8244,CWE-200
CVE-2014-8246,CWE-352
CVE-2014-8247,CWE-79
CVE-2014-8248,CWE-89
CVE-2014-8266,CWE-79
CVE-2014-8267,CWE-79
CVE-2014-8268,CWE-264
CVE-2014-8269,CWE-119
CVE-2014-8270,CWE-264
CVE-2014-8271,CWE-120
CVE-2014-8275,CWE-310
CVE-2014-8293,CWE-79
CVE-2014-8294,CWE-89
CVE-2014-8295,CWE-89
CVE-2014-8296,CWE-79
CVE-2014-8298,CWE-19
CVE-2014-8301,CWE-79
CVE-2014-8302,CWE-79
CVE-2014-8303,CWE-79
CVE-2014-8304,CWE-79
CVE-2014-8306,CWE-89
CVE-2014-8307,CWE-79
CVE-2014-8308,CWE-79
CVE-2014-8309,CWE-200
CVE-2014-8310,CWE-20
CVE-2014-8313,CWE-94
CVE-2014-8314,CWE-79
CVE-2014-8315,CWE-200
CVE-2014-8317,CWE-79
CVE-2014-8318,CWE-79
CVE-2014-8319,CWE-79
CVE-2014-8320,CWE-79
CVE-2014-8321,CWE-787
CVE-2014-8322,CWE-787
CVE-2014-8323,CWE-20
CVE-2014-8324,CWE-20
CVE-2014-8325,CWE-399
CVE-2014-8326,CWE-79
CVE-2014-8328,CWE-200
CVE-2014-8329,CWE-287
CVE-2014-8330,CWE-79
CVE-2014-8331,CWE-352
CVE-2014-8333,CWE-399
CVE-2014-8334,CWE-78
CVE-2014-8335,CWE-255
CVE-2014-8336,CWE-20
CVE-2014-8337,CWE-434
CVE-2014-8338,CWE-79
CVE-2014-8339,CWE-89
CVE-2014-8340,CWE-89
CVE-2014-8346,CWE-94
CVE-2014-8347,CWE-287
CVE-2014-8349,CWE-79
CVE-2014-8350,CWE-94
CVE-2014-8351,CWE-89
CVE-2014-8352,CWE-79
CVE-2014-8354,CWE-125
CVE-2014-8355,CWE-125
CVE-2014-8356,CWE-639
CVE-2014-8357,CWE-255
CVE-2014-8358,CWE-426
CVE-2014-8359,CWE-264
CVE-2014-8360,CWE-22
CVE-2014-8361,CWE-20
CVE-2014-8362,CWE-284
CVE-2014-8363,CWE-89
CVE-2014-8364,CWE-79
CVE-2014-8365,CWE-79
CVE-2014-8366,CWE-89
CVE-2014-8367,CWE-89
CVE-2014-8368,CWE-264
CVE-2014-8369,CWE-119
CVE-2014-8370,CWE-264
CVE-2014-8371,CWE-310
CVE-2014-8372,CWE-200
CVE-2014-8373,CWE-264
CVE-2014-8375,CWE-89
CVE-2014-8376,CWE-79
CVE-2014-8377,CWE-79
CVE-2014-8378,CWE-79
CVE-2014-8379,CWE-79
CVE-2014-8380,CWE-79
CVE-2014-8381,CWE-79
CVE-2014-8385,CWE-119
CVE-2014-8386,CWE-119
CVE-2014-8387,CWE-78
CVE-2014-8388,CWE-119
CVE-2014-8389,CWE-78
CVE-2014-8390,CWE-119
CVE-2014-8391,CWE-200
CVE-2014-8393,CWE-427
CVE-2014-8412,CWE-264
CVE-2014-8413,CWE-264
CVE-2014-8414,CWE-399
CVE-2014-8415,CWE-20
CVE-2014-8416,CWE-20
CVE-2014-8417,CWE-264
CVE-2014-8418,CWE-264
CVE-2014-8419,CWE-264
CVE-2014-8420,CWE-20
CVE-2014-8421,CWE-264
CVE-2014-8422,CWE-331
CVE-2014-8423,CWE-74
CVE-2014-8424,CWE-287
CVE-2014-8425,CWE-200
CVE-2014-8426,CWE-798
CVE-2014-8428,CWE-264
CVE-2014-8429,CWE-352
CVE-2014-8437,CWE-200
CVE-2014-8439,CWE-119
CVE-2014-8442,CWE-264
CVE-2014-8445,CWE-94
CVE-2014-8447,CWE-94
CVE-2014-8448,CWE-200
CVE-2014-8449,CWE-189
CVE-2014-8450,CWE-200
CVE-2014-8451,CWE-200
CVE-2014-8452,CWE-200
CVE-2014-8453,CWE-264
CVE-2014-8456,CWE-94
CVE-2014-8457,CWE-119
CVE-2014-8458,CWE-94
CVE-2014-8459,CWE-94
CVE-2014-8460,CWE-119
CVE-2014-8461,CWE-94
CVE-2014-8469,CWE-79
CVE-2014-8472,CWE-287
CVE-2014-8473,CWE-352
CVE-2014-8475,CWE-17
CVE-2014-8476,CWE-200
CVE-2014-8478,CWE-22
CVE-2014-8479,CWE-20
CVE-2014-8480,CWE-399
CVE-2014-8481,CWE-399
CVE-2014-8483,CWE-125
CVE-2014-8484,CWE-119
CVE-2014-8485,CWE-94
CVE-2014-8487,CWE-200
CVE-2014-8488,CWE-79
CVE-2014-8490,CWE-79
CVE-2014-8491,CWE-200
CVE-2014-8492,CWE-79
CVE-2014-8493,CWE-264
CVE-2014-8494,CWE-264
CVE-2014-8495,CWE-310
CVE-2014-8496,CWE-255
CVE-2014-8498,CWE-89
CVE-2014-8499,CWE-89
CVE-2014-8500,CWE-399
CVE-2014-8501,CWE-119
CVE-2014-8502,CWE-119
CVE-2014-8503,CWE-119
CVE-2014-8504,CWE-119
CVE-2014-8505,CWE-79
CVE-2014-8506,CWE-89
CVE-2014-8507,CWE-89
CVE-2014-8508,CWE-79
CVE-2014-8509,CWE-119
CVE-2014-8510,CWE-20
CVE-2014-8511,CWE-119
CVE-2014-8512,CWE-119
CVE-2014-8513,CWE-119
CVE-2014-8514,CWE-119
CVE-2014-8515,CWE-77
CVE-2014-8516,CWE-434
CVE-2014-8517,CWE-77
CVE-2014-8518,CWE-255
CVE-2014-8520,CWE-200
CVE-2014-8521,CWE-352
CVE-2014-8522,CWE-287
CVE-2014-8523,CWE-352
CVE-2014-8524,CWE-200
CVE-2014-8525,CWE-200
CVE-2014-8526,CWE-200
CVE-2014-8527,CWE-255
CVE-2014-8528,CWE-200
CVE-2014-8529,CWE-310
CVE-2014-8531,CWE-310
CVE-2014-8536,CWE-200
CVE-2014-8537,CWE-200
CVE-2014-8538,CWE-310
CVE-2014-8539,CWE-79
CVE-2014-8540,CWE-264
CVE-2014-8541,CWE-119
CVE-2014-8542,CWE-119
CVE-2014-8543,CWE-20
CVE-2014-8544,CWE-20
CVE-2014-8545,CWE-189
CVE-2014-8546,CWE-189
CVE-2014-8547,CWE-119
CVE-2014-8548,CWE-119
CVE-2014-8549,CWE-189
CVE-2014-8551,CWE-94
CVE-2014-8552,CWE-200
CVE-2014-8553,CWE-200
CVE-2014-8554,CWE-89
CVE-2014-8555,CWE-22
CVE-2014-8557,CWE-79
CVE-2014-8558,CWE-264
CVE-2014-8559,CWE-400
CVE-2014-8561,CWE-835
CVE-2014-8562,CWE-125
CVE-2014-8563,CWE-78
CVE-2014-8564,CWE-310
CVE-2014-8566,CWE-200
CVE-2014-8567,CWE-399
CVE-2014-8570,CWE-200
CVE-2014-8571,CWE-264
CVE-2014-8572,CWE-20
CVE-2014-8577,CWE-79
CVE-2014-8578,CWE-79
CVE-2014-8579,CWE-798
CVE-2014-8580,CWE-264
CVE-2014-8583,CWE-254
CVE-2014-8584,CWE-79
CVE-2014-8585,CWE-59
CVE-2014-8586,CWE-89
CVE-2014-8587,CWE-310
CVE-2014-8588,CWE-89
CVE-2014-8589,CWE-189
CVE-2014-8593,CWE-79
CVE-2014-8594,CWE-20
CVE-2014-8595,CWE-17
CVE-2014-8596,CWE-89
CVE-2014-8597,CWE-79
CVE-2014-8598,CWE-19
CVE-2014-8600,CWE-79
CVE-2014-8601,CWE-399
CVE-2014-8602,CWE-399
CVE-2014-8603,CWE-20
CVE-2014-8604,CWE-200
CVE-2014-8605,CWE-264
CVE-2014-8606,CWE-22
CVE-2014-8607,CWE-200
CVE-2014-8609,CWE-264
CVE-2014-8610,CWE-264
CVE-2014-8611,CWE-119
CVE-2014-8612,CWE-264
CVE-2014-8616,CWE-79
CVE-2014-8617,CWE-79
CVE-2014-8618,CWE-79
CVE-2014-8619,CWE-79
CVE-2014-8621,CWE-89
CVE-2014-8622,CWE-79
CVE-2014-8625,CWE-134
CVE-2014-8626,CWE-119
CVE-2014-8627,CWE-310
CVE-2014-8628,CWE-399
CVE-2014-8629,CWE-79
CVE-2014-8630,CWE-77
CVE-2014-8631,CWE-284
CVE-2014-8632,CWE-284
CVE-2014-8636,CWE-94
CVE-2014-8637,CWE-200
CVE-2014-8638,CWE-352
CVE-2014-8640,CWE-362
CVE-2014-8642,CWE-310
CVE-2014-8643,CWE-264
CVE-2014-8650,CWE-287
CVE-2014-8651,CWE-264
CVE-2014-8652,CWE-16
CVE-2014-8653,CWE-79
CVE-2014-8654,CWE-352
CVE-2014-8655,CWE-264
CVE-2014-8656,CWE-255
CVE-2014-8657,CWE-16
CVE-2014-8658,CWE-79
CVE-2014-8659,CWE-22
CVE-2014-8660,CWE-94
CVE-2014-8661,CWE-94
CVE-2014-8663,CWE-89
CVE-2014-8664,CWE-89
CVE-2014-8665,CWE-200
CVE-2014-8666,CWE-200
CVE-2014-8667,CWE-79
CVE-2014-8668,CWE-89
CVE-2014-8669,CWE-94
CVE-2014-8671,CWE-79
CVE-2014-8672,CWE-79
CVE-2014-8673,CWE-89
CVE-2014-8674,CWE-79
CVE-2014-8675,CWE-200
CVE-2014-8676,CWE-22
CVE-2014-8677,CWE-94
CVE-2014-8678,CWE-200
CVE-2014-8680,CWE-20
CVE-2014-8681,CWE-89
CVE-2014-8682,CWE-89
CVE-2014-8683,CWE-79
CVE-2014-8684,CWE-310
CVE-2014-8686,CWE-310
CVE-2014-8687,CWE-327
CVE-2014-8688,CWE-200
CVE-2014-8690,CWE-79
CVE-2014-8701,CWE-200
CVE-2014-8702,CWE-200
CVE-2014-8703,CWE-79
CVE-2014-8704,CWE-22
CVE-2014-8705,CWE-20
CVE-2014-8706,CWE-200
CVE-2014-8707,CWE-79
CVE-2014-8708,CWE-264
CVE-2014-8709,CWE-200
CVE-2014-8710,CWE-119
CVE-2014-8711,CWE-189
CVE-2014-8712,CWE-399
CVE-2014-8713,CWE-119
CVE-2014-8714,CWE-399
CVE-2014-8716,CWE-125
CVE-2014-8722,CWE-200
CVE-2014-8723,CWE-200
CVE-2014-8724,CWE-79
CVE-2014-8727,CWE-22
CVE-2014-8728,CWE-89
CVE-2014-8730,CWE-310
CVE-2014-8731,CWE-502
CVE-2014-8732,CWE-79
CVE-2014-8733,CWE-200
CVE-2014-8734,CWE-264
CVE-2014-8735,CWE-200
CVE-2014-8736,CWE-200
CVE-2014-8737,CWE-22
CVE-2014-8738,CWE-119
CVE-2014-8739,CWE-434
CVE-2014-8741,CWE-22
CVE-2014-8742,CWE-22
CVE-2014-8743,CWE-79
CVE-2014-8744,CWE-79
CVE-2014-8745,CWE-79
CVE-2014-8746,CWE-79
CVE-2014-8747,CWE-79
CVE-2014-8748,CWE-79
CVE-2014-8750,CWE-362
CVE-2014-8751,CWE-79
CVE-2014-8752,CWE-79
CVE-2014-8753,CWE-79
CVE-2014-8755,CWE-20
CVE-2014-8757,CWE-284
CVE-2014-8758,CWE-79
CVE-2014-8760,CWE-310
CVE-2014-8761,CWE-200
CVE-2014-8762,CWE-200
CVE-2014-8763,CWE-287
CVE-2014-8764,CWE-287
CVE-2014-8765,CWE-79
CVE-2014-8766,CWE-89
CVE-2014-8767,CWE-189
CVE-2014-8768,CWE-191
CVE-2014-8769,CWE-119
CVE-2014-8770,CWE-94
CVE-2014-8771,CWE-352
CVE-2014-8772,CWE-79
CVE-2014-8773,CWE-352
CVE-2014-8774,CWE-79
CVE-2014-8775,CWE-200
CVE-2014-8778,CWE-94
CVE-2014-8779,CWE-254
CVE-2014-8780,CWE-79
CVE-2014-8788,CWE-200
CVE-2014-8789,CWE-20
CVE-2014-8791,CWE-94
CVE-2014-8793,CWE-79
CVE-2014-8799,CWE-22
CVE-2014-8800,CWE-79
CVE-2014-8801,CWE-22
CVE-2014-8802,CWE-264
CVE-2014-8809,CWE-79
CVE-2014-8810,CWE-89
CVE-2014-8816,CWE-399
CVE-2014-8817,CWE-19
CVE-2014-8822,CWE-19
CVE-2014-8823,CWE-264
CVE-2014-8824,CWE-20
CVE-2014-8825,CWE-20
CVE-2014-8826,CWE-19
CVE-2014-8827,CWE-284
CVE-2014-8828,CWE-264
CVE-2014-8829,CWE-119
CVE-2014-8830,CWE-119
CVE-2014-8831,CWE-264
CVE-2014-8832,CWE-200
CVE-2014-8833,CWE-284
CVE-2014-8834,CWE-200
CVE-2014-8835,CWE-19
CVE-2014-8836,CWE-20
CVE-2014-8838,CWE-264
CVE-2014-8839,CWE-200
CVE-2014-8840,CWE-310
CVE-2014-8866,CWE-17
CVE-2014-8867,CWE-17
CVE-2014-8868,CWE-264
CVE-2014-8869,CWE-79
CVE-2014-8871,CWE-22
CVE-2014-8872,CWE-94
CVE-2014-8873,CWE-20
CVE-2014-8874,CWE-200
CVE-2014-8877,CWE-94
CVE-2014-8878,CWE-310
CVE-2014-8884,CWE-119
CVE-2014-8886,CWE-310
CVE-2014-8887,CWE-20
CVE-2014-8888,CWE-77
CVE-2014-8889,CWE-200
CVE-2014-8890,CWE-264
CVE-2014-8893,CWE-79
CVE-2014-8895,CWE-264
CVE-2014-8896,CWE-287
CVE-2014-8897,CWE-79
CVE-2014-8898,CWE-79
CVE-2014-8899,CWE-79
CVE-2014-8900,CWE-352
CVE-2014-8901,CWE-399
CVE-2014-8902,CWE-79
CVE-2014-8903,CWE-77
CVE-2014-8904,CWE-264
CVE-2014-8909,CWE-79
CVE-2014-8910,CWE-74
CVE-2014-8911,CWE-79
CVE-2014-8912,CWE-284
CVE-2014-8913,CWE-79
CVE-2014-8914,CWE-79
CVE-2014-8916,CWE-79
CVE-2014-8917,CWE-79
CVE-2014-8918,CWE-310
CVE-2014-8920,CWE-119
CVE-2014-8921,CWE-200
CVE-2014-8923,CWE-200
CVE-2014-8925,CWE-352
CVE-2014-8926,CWE-399
CVE-2014-8927,CWE-399
CVE-2014-8937,CWE-400
CVE-2014-8938,CWE-522
CVE-2014-8939,CWE-22
CVE-2014-8940,CWE-200
CVE-2014-8941,CWE-89
CVE-2014-8942,CWE-352
CVE-2014-8943,CWE-918
CVE-2014-8944,CWE-79
CVE-2014-8945,CWE-78
CVE-2014-8948,CWE-352
CVE-2014-8949,CWE-94
CVE-2014-8953,CWE-352
CVE-2014-8954,CWE-79
CVE-2014-8955,CWE-79
CVE-2014-8956,CWE-119
CVE-2014-8957,CWE-79
CVE-2014-8958,CWE-79
CVE-2014-8959,CWE-22
CVE-2014-8960,CWE-79
CVE-2014-8961,CWE-22
CVE-2014-8962,CWE-119
CVE-2014-8964,CWE-119
CVE-2014-8966,CWE-20
CVE-2014-8985,CWE-119
CVE-2014-8986,CWE-79
CVE-2014-8987,CWE-79
CVE-2014-8988,CWE-264
CVE-2014-8989,CWE-264
CVE-2014-8990,CWE-77
CVE-2014-8992,CWE-79
CVE-2014-8993,CWE-79
CVE-2014-8994,CWE-18
CVE-2014-8995,CWE-89
CVE-2014-8996,CWE-79
CVE-2014-8997,CWE-94
CVE-2014-8998,CWE-94
CVE-2014-8999,CWE-89
CVE-2014-9000,CWE-264
CVE-2014-9001,CWE-94
CVE-2014-9002,CWE-264
CVE-2014-9003,CWE-352
CVE-2014-9004,CWE-79
CVE-2014-9005,CWE-89
CVE-2014-9006,CWE-255
CVE-2014-9013,CWE-20
CVE-2014-9014,CWE-22
CVE-2014-9015,CWE-264
CVE-2014-9017,CWE-79
CVE-2014-9018,CWE-200
CVE-2014-9019,CWE-352
CVE-2014-9020,CWE-79
CVE-2014-9021,CWE-79
CVE-2014-9022,CWE-264
CVE-2014-9023,CWE-264
CVE-2014-9024,CWE-264
CVE-2014-9025,CWE-200
CVE-2014-9026,CWE-264
CVE-2014-9027,CWE-352
CVE-2014-9028,CWE-119
CVE-2014-9029,CWE-189
CVE-2014-9030,CWE-20
CVE-2014-9031,CWE-79
CVE-2014-9032,CWE-79
CVE-2014-9033,CWE-352
CVE-2014-9034,CWE-19
CVE-2014-9035,CWE-79
CVE-2014-9036,CWE-79
CVE-2014-9037,CWE-310
CVE-2014-9038,CWE-20
CVE-2014-9039,CWE-254
CVE-2014-9041,CWE-352
CVE-2014-9042,CWE-79
CVE-2014-9043,CWE-287
CVE-2014-9044,CWE-200
CVE-2014-9045,CWE-287
CVE-2014-9046,CWE-200
CVE-2014-9048,CWE-264
CVE-2014-9049,CWE-200
CVE-2014-9050,CWE-119
CVE-2014-9057,CWE-89
CVE-2014-9059,CWE-79
CVE-2014-9060,CWE-20
CVE-2014-9065,CWE-17
CVE-2014-9066,CWE-17
CVE-2014-9087,CWE-191
CVE-2014-9089,CWE-89
CVE-2014-9090,CWE-17
CVE-2014-9091,CWE-264
CVE-2014-9092,CWE-119
CVE-2014-9093,CWE-20
CVE-2014-9094,CWE-79
CVE-2014-9095,CWE-89
CVE-2014-9096,CWE-89
CVE-2014-9097,CWE-89
CVE-2014-9098,CWE-79
CVE-2014-9099,CWE-352
CVE-2014-9100,CWE-79
CVE-2014-9101,CWE-352
CVE-2014-9102,CWE-89
CVE-2014-9103,CWE-79
CVE-2014-9104,CWE-352
CVE-2014-9112,CWE-119
CVE-2014-9113,CWE-264
CVE-2014-9114,CWE-77
CVE-2014-9115,CWE-89
CVE-2014-9116,CWE-119
CVE-2014-9117,CWE-284
CVE-2014-9118,CWE-77
CVE-2014-9119,CWE-22
CVE-2014-9120,CWE-79
CVE-2014-9126,CWE-79
CVE-2014-9127,CWE-200
CVE-2014-9129,CWE-352
CVE-2014-9130,CWE-20
CVE-2014-9135,CWE-264
CVE-2014-9136,CWE-352
CVE-2014-9137,CWE-352
CVE-2014-9140,CWE-119
CVE-2014-9141,CWE-264
CVE-2014-9142,CWE-79
CVE-2014-9143,CWE-17
CVE-2014-9144,CWE-77
CVE-2014-9145,CWE-89
CVE-2014-9146,CWE-79
CVE-2014-9147,CWE-200
CVE-2014-9148,CWE-284
CVE-2014-9150,CWE-362
CVE-2014-9151,CWE-284
CVE-2014-9152,CWE-255
CVE-2014-9153,CWE-79
CVE-2014-9154,CWE-200
CVE-2014-9155,CWE-22
CVE-2014-9156,CWE-200
CVE-2014-9157,CWE-134
CVE-2014-9158,CWE-94
CVE-2014-9160,CWE-119
CVE-2014-9161,CWE-119
CVE-2014-9162,CWE-200
CVE-2014-9164,CWE-94
CVE-2014-9173,CWE-89
CVE-2014-9174,CWE-79
CVE-2014-9175,CWE-89
CVE-2014-9176,CWE-79
CVE-2014-9177,CWE-200
CVE-2014-9178,CWE-89
CVE-2014-9179,CWE-79
CVE-2014-9181,CWE-22
CVE-2014-9182,CWE-79
CVE-2014-9183,CWE-255
CVE-2014-9184,CWE-287
CVE-2014-9185,CWE-94
CVE-2014-9186,CWE-20
CVE-2014-9187,CWE-119
CVE-2014-9188,CWE-119
CVE-2014-9189,CWE-119
CVE-2014-9190,CWE-119
CVE-2014-9191,CWE-399
CVE-2014-9192,CWE-189
CVE-2014-9193,CWE-264
CVE-2014-9194,CWE-19
CVE-2014-9195,CWE-255
CVE-2014-9196,CWE-254
CVE-2014-9197,CWE-284
CVE-2014-9198,CWE-255
CVE-2014-9199,CWE-200
CVE-2014-9200,CWE-119
CVE-2014-9201,CWE-20
CVE-2014-9202,CWE-119
CVE-2014-9203,CWE-119
CVE-2014-9204,CWE-119
CVE-2014-9205,CWE-119
CVE-2014-9206,CWE-119
CVE-2014-9208,CWE-119
CVE-2014-9211,CWE-79
CVE-2014-9212,CWE-79
CVE-2014-9215,CWE-89
CVE-2014-9217,CWE-287
CVE-2014-9218,CWE-399
CVE-2014-9219,CWE-79
CVE-2014-9220,CWE-89
CVE-2014-9221,CWE-19
CVE-2014-9222,CWE-17
CVE-2014-9223,CWE-119
CVE-2014-9224,CWE-79
CVE-2014-9225,CWE-200
CVE-2014-9226,CWE-264
CVE-2014-9228,CWE-399
CVE-2014-9229,CWE-89
CVE-2014-9230,CWE-79
CVE-2014-9234,CWE-22
CVE-2014-9235,CWE-89
CVE-2014-9236,CWE-79
CVE-2014-9237,CWE-89
CVE-2014-9238,CWE-22
CVE-2014-9239,CWE-89
CVE-2014-9240,CWE-89
CVE-2014-9241,CWE-79
CVE-2014-9242,CWE-89
CVE-2014-9243,CWE-79
CVE-2014-9245,CWE-200
CVE-2014-9247,CWE-200
CVE-2014-9248,CWE-255
CVE-2014-9249,CWE-264
CVE-2014-9250,CWE-200
CVE-2014-9251,CWE-255
CVE-2014-9252,CWE-200
CVE-2014-9253,CWE-79
CVE-2014-9254,CWE-89
CVE-2014-9258,CWE-89
CVE-2014-9260,CWE-264
CVE-2014-9261,CWE-22
CVE-2014-9262,CWE-264
CVE-2014-9263,CWE-119
CVE-2014-9264,CWE-119
CVE-2014-9265,CWE-119
CVE-2014-9266,CWE-94
CVE-2014-9267,CWE-119
CVE-2014-9268,CWE-20
CVE-2014-9269,CWE-79
CVE-2014-9270,CWE-79
CVE-2014-9271,CWE-79
CVE-2014-9272,CWE-79
CVE-2014-9273,CWE-119
CVE-2014-9274,CWE-119
CVE-2014-9275,CWE-119
CVE-2014-9276,CWE-352
CVE-2014-9277,CWE-77
CVE-2014-9278,CWE-287
CVE-2014-9279,CWE-200
CVE-2014-9280,CWE-94
CVE-2014-9281,CWE-79
CVE-2014-9282,CWE-22
CVE-2014-9284,CWE-78
CVE-2014-9295,CWE-119
CVE-2014-9296,CWE-17
CVE-2014-9300,CWE-352
CVE-2014-9303,CWE-200
CVE-2014-9304,CWE-264
CVE-2014-9305,CWE-89
CVE-2014-9310,CWE-79
CVE-2014-9311,CWE-79
CVE-2014-9312,CWE-434
CVE-2014-9316,CWE-119
CVE-2014-9317,CWE-119
CVE-2014-9318,CWE-119
CVE-2014-9319,CWE-119
CVE-2014-9320,CWE-287
CVE-2014-9322,CWE-269
CVE-2014-9323,CWE-476
CVE-2014-9324,CWE-264
CVE-2014-9325,CWE-79
CVE-2014-9328,CWE-119
CVE-2014-9330,CWE-189
CVE-2014-9331,CWE-352
CVE-2014-9334,CWE-352
CVE-2014-9335,CWE-352
CVE-2014-9336,CWE-352
CVE-2014-9337,CWE-352
CVE-2014-9338,CWE-352
CVE-2014-9339,CWE-352
CVE-2014-9340,CWE-352
CVE-2014-9341,CWE-352
CVE-2014-9342,CWE-79
CVE-2014-9344,CWE-352
CVE-2014-9345,CWE-89
CVE-2014-9346,CWE-79
CVE-2014-9347,CWE-89
CVE-2014-9348,CWE-89
